School,Date,SchoolYear,Enrolled,Absent
01M015,2010-03-02,20092010,217.0,10.0
01M015,2010-03-03,20092010,217.0,27.0
01M015,2010-03-04,20092010,217.0,11.0
01M015,2010-03-05,20092010,217.0,23.0
01M015,2010-03-08,20092010,217.0,17.0
01M015,2010-03-09,20092010,217.0,22.0
01M015,2010-03-10,20092010,217.0,10.0
01M015,2010-03-11,20092010,217.0,17.0
01M015,2010-03-12,20092010,217.0,24.0
01M015,2010-03-15,20092010,217.0,17.0
01M015,2010-03-16,20092010,217.0,67.0
01M015,2010-03-17,20092010,217.0,11.0
01M015,2010-03-18,20092010,218.0,11.0
01M015,2010-03-19,20092010,218.0,23.0
01M015,2010-03-22,20092010,218.0,18.0
01M015,2010-03-23,20092010,218.0,17.0
01M015,2010-03-24,20092010,218.0,21.0
01M015,2010-03-25,20092010,218.0,15.0
01M015,2010-03-26,20092010,218.0,22.0
01M015,2010-04-07,20092010,219.0,23.0
01M015,2010-04-08,20092010,219.0,19.0
01M015,2010-04-09,20092010,219.0,28.0
01M015,2010-04-12,20092010,219.0,26.0
01M015,2010-04-13,20092010,222.0,15.0
01M015,2010-04-14,20092010,222.0,12.0
01M015,2010-04-15,20092010,222.0,8.0
01M015,2010-04-16,20092010,222.0,28.0
01M015,2010-04-19,20092010,221.0,21.0
01M015,2010-04-20,20092010,222.0,20.0
01M015,2010-04-21,20092010,220.0,16.0
01M015,2010-04-22,20092010,220.0,16.0
01M015,2010-04-23,20092010,220.0,28.0
01M015,2010-04-26,20092010,219.0,15.0
01M015,2010-04-27,20092010,219.0,15.0
01M015,2010-04-28,20092010,218.0,12.0
01M015,2010-04-29,20092010,218.0,13.0
01M015,2010-04-30,20092010,217.0,20.0
01M015,2010-05-03,20092010,217.0,33.0
01M015,2010-05-04,20092010,216.0,18.0
01M015,2010-05-05,20092010,216.0,10.0
01M015,2010-05-06,20092010,216.0,15.0
01M015,2010-05-07,20092010,218.0,15.0
01M015,2010-05-10,20092010,217.0,25.0
01M015,2010-05-11,20092010,217.0,24.0
01M015,2010-05-12,20092010,216.0,28.0
01M015,2010-05-13,20092010,216.0,12.0
01M015,2010-05-14,20092010,216.0,20.0
01M015,2010-05-17,20092010,218.0,16.0
01M015,2010-05-18,20092010,218.0,23.0
01M015,2010-05-19,20092010,218.0,13.0
01M015,2010-05-20,20092010,218.0,9.0
01M015,2010-05-21,20092010,216.0,13.0
01M015,2010-05-24,20092010,216.0,25.0
01M015,2010-05-25,20092010,216.0,20.0
01M015,2010-05-26,20092010,216.0,14.0
01M015,2010-05-27,20092010,216.0,25.0
01M015,2010-05-28,20092010,216.0,26.0
01M015,2010-06-01,20092010,216.0,28.0
01M015,2010-06-02,20092010,216.0,16.0
01M015,2010-06-03,20092010,216.0,26.0
01M015,2010-06-04,20092010,216.0,29.0
01M015,2010-06-07,20092010,215.0,23.0
01M015,2010-06-08,20092010,215.0,80.0
01M015,2010-06-09,20092010,215.0,21.0
01M015,2010-06-11,20092010,215.0,32.0
01M015,2010-06-14,20092010,215.0,26.0
01M015,2010-06-15,20092010,215.0,19.0
01M015,2010-06-16,20092010,216.0,29.0
01M015,2010-06-17,20092010,216.0,72.0
01M015,2010-06-18,20092010,216.0,24.0
01M015,2010-06-21,20092010,216.0,32.0
01M015,2010-06-22,20092010,216.0,43.0
01M015,2010-06-23,20092010,216.0,39.0
01M015,2010-06-24,20092010,216.0,45.0
01M015,2010-06-25,20092010,216.0,50.0
01M015,2010-06-28,20092010,216.0,62.0
01M015,2010-09-08,20102011,192.0,45.0
01M015,2010-09-13,20102011,195.0,26.0
01M015,2010-09-14,20102011,192.0,17.0
01M015,2010-09-15,20102011,193.0,15.0
01M015,2010-09-16,20102011,191.0,16.0
01M015,2010-09-17,20102011,189.0,20.0
01M015,2010-09-20,20102011,191.0,17.0
01M015,2010-09-21,20102011,194.0,13.0
01M015,2010-09-22,20102011,194.0,14.0
01M015,2010-09-23,20102011,192.0,12.0
01M015,2010-09-24,20102011,197.0,10.0
01M015,2010-09-27,20102011,201.0,23.0
01M015,2010-09-28,20102011,199.0,15.0
01M015,2010-09-29,20102011,201.0,5.0
01M015,2010-09-30,20102011,202.0,23.0
01M015,2010-10-01,20102011,200.0,27.0
01M015,2010-10-04,20102011,200.0,18.0
01M015,2010-10-05,20102011,200.0,23.0
01M015,2010-10-06,20102011,202.0,12.0
01M015,2010-10-07,20102011,196.0,11.0
01M015,2010-10-08,20102011,196.0,15.0
01M015,2010-10-12,20102011,197.0,18.0
01M015,2010-10-13,20102011,197.0,12.0
01M015,2010-10-14,20102011,199.0,11.0
01M015,2010-10-15,20102011,199.0,23.0
01M015,2010-10-18,20102011,199.0,11.0
01M015,2010-10-19,20102011,199.0,18.0
01M015,2010-10-20,20102011,200.0,17.0
01M015,2010-10-21,20102011,200.0,16.0
01M015,2010-10-22,20102011,200.0,18.0
01M015,2010-10-25,20102011,199.0,11.0
01M015,2010-10-26,20102011,197.0,11.0
01M015,2010-10-27,20102011,199.0,18.0
01M015,2010-10-28,20102011,201.0,14.0
01M015,2010-10-29,20102011,201.0,11.0
01M015,2010-11-01,20102011,200.0,28.0
01M015,2010-11-03,20102011,201.0,14.0
01M015,2010-11-04,20102011,201.0,19.0
01M015,2010-11-05,20102011,203.0,20.0
01M015,2010-11-08,20102011,203.0,17.0
01M015,2010-11-09,20102011,203.0,43.0
01M015,2010-11-10,20102011,203.0,8.0
01M015,2010-11-12,20102011,203.0,26.0
01M015,2010-11-15,20102011,205.0,16.0
01M015,2010-11-16,20102011,202.0,22.0
01M015,2010-11-17,20102011,202.0,16.0
01M015,2010-11-18,20102011,202.0,12.0
01M015,2010-11-19,20102011,199.0,13.0
01M015,2010-11-22,20102011,200.0,14.0
01M015,2010-11-23,20102011,202.0,9.0
01M015,2010-11-24,20102011,201.0,33.0
01M015,2010-11-29,20102011,201.0,22.0
01M015,2010-11-30,20102011,202.0,15.0
01M015,2010-12-01,20102011,202.0,28.0
01M015,2010-12-02,20102011,203.0,18.0
01M015,2010-12-03,20102011,203.0,12.0
01M015,2010-12-06,20102011,203.0,20.0
01M015,2010-12-07,20102011,204.0,25.0
01M015,2010-12-08,20102011,204.0,12.0
01M015,2010-12-09,20102011,205.0,18.0
01M015,2010-12-10,20102011,206.0,23.0
01M015,2010-12-13,20102011,206.0,21.0
01M015,2010-12-14,20102011,210.0,34.0
01M015,2010-12-15,20102011,210.0,27.0
01M015,2010-12-16,20102011,208.0,30.0
01M015,2010-12-17,20102011,208.0,27.0
01M015,2010-12-20,20102011,205.0,30.0
01M015,2010-12-21,20102011,205.0,26.0
01M015,2010-12-22,20102011,201.0,24.0
01M015,2010-12-23,20102011,201.0,49.0
01M015,2011-01-03,20102011,201.0,31.0
01M015,2011-01-04,20102011,203.0,23.0
01M015,2011-01-05,20102011,201.0,22.0
01M015,2011-01-06,20102011,201.0,15.0
01M015,2011-01-07,20102011,201.0,40.0
01M015,2011-01-10,20102011,202.0,18.0
01M015,2011-01-11,20102011,200.0,20.0
01M015,2011-01-12,20102011,202.0,93.0
01M015,2011-01-13,20102011,202.0,13.0
01M015,2011-01-14,20102011,202.0,15.0
01M015,2011-01-18,20102011,205.0,30.0
01M015,2011-01-19,20102011,205.0,24.0
01M015,2011-01-20,20102011,204.0,16.0
01M015,2011-01-21,20102011,204.0,40.0
01M015,2011-01-24,20102011,204.0,30.0
01M015,2011-01-25,20102011,203.0,15.0
01M015,2011-01-26,20102011,203.0,23.0
01M015,2011-01-28,20102011,204.0,32.0
01M015,2011-01-31,20102011,204.0,24.0
01M015,2011-02-01,20102011,203.0,13.0
01M015,2011-02-02,20102011,203.0,48.0
01M015,2011-02-03,20102011,203.0,16.0
01M015,2011-02-04,20102011,200.0,16.0
01M015,2011-02-07,20102011,200.0,23.0
01M015,2011-02-08,20102011,200.0,20.0
01M015,2011-02-09,20102011,198.0,10.0
01M015,2011-02-10,20102011,198.0,9.0
01M015,2011-02-11,20102011,198.0,19.0
01M015,2011-02-14,20102011,196.0,11.0
01M015,2011-02-15,20102011,194.0,13.0
01M015,2011-02-16,20102011,193.0,8.0
01M015,2011-02-17,20102011,193.0,9.0
01M015,2011-02-18,20102011,193.0,18.0
01M015,2011-02-28,20102011,194.0,19.0
01M015,2011-03-01,20102011,199.0,18.0
01M015,2011-03-02,20102011,201.0,15.0
01M015,2011-03-03,20102011,201.0,11.0
01M015,2011-03-04,20102011,201.0,20.0
01M015,2011-03-07,20102011,201.0,16.0
01M015,2011-03-08,20102011,200.0,13.0
01M015,2011-03-09,20102011,200.0,13.0
01M015,2011-03-10,20102011,200.0,16.0
01M015,2011-03-11,20102011,200.0,15.0
01M015,2011-03-14,20102011,199.0,10.0
01M015,2011-03-15,20102011,199.0,45.0
01M015,2011-03-16,20102011,199.0,18.0
01M015,2011-03-17,20102011,199.0,9.0
01M015,2011-03-18,20102011,198.0,7.0
01M015,2011-03-21,20102011,198.0,22.0
01M015,2011-03-22,20102011,198.0,6.0
01M015,2011-03-23,20102011,198.0,13.0
01M015,2011-03-24,20102011,198.0,6.0
01M015,2011-03-25,20102011,200.0,11.0
01M015,2011-03-28,20102011,200.0,11.0
01M015,2011-03-29,20102011,199.0,11.0
01M015,2011-03-30,20102011,199.0,10.0
01M015,2011-03-31,20102011,198.0,10.0
01M015,2011-04-01,20102011,198.0,16.0
01M015,2011-04-04,20102011,198.0,12.0
01M015,2011-04-05,20102011,198.0,17.0
01M015,2011-04-06,20102011,198.0,12.0
01M015,2011-04-07,20102011,195.0,8.0
01M015,2011-04-08,20102011,195.0,10.0
01M015,2011-04-11,20102011,195.0,19.0
01M015,2011-04-12,20102011,197.0,15.0
01M015,2011-04-13,20102011,198.0,16.0
01M015,2011-04-14,20102011,198.0,12.0
01M015,2011-04-15,20102011,197.0,21.0
01M015,2011-04-27,20102011,197.0,13.0
01M015,2011-04-28,20102011,197.0,6.0
01M015,2011-04-29,20102011,197.0,11.0
01M015,2011-05-02,20102011,199.0,19.0
01M015,2011-05-03,20102011,199.0,4.0
01M015,2011-05-04,20102011,198.0,5.0
01M015,2011-05-05,20102011,198.0,7.0
01M015,2011-05-06,20102011,198.0,17.0
01M015,2011-05-09,20102011,198.0,20.0
01M015,2011-05-10,20102011,198.0,14.0
01M015,2011-05-11,20102011,197.0,9.0
01M015,2011-05-12,20102011,196.0,15.0
01M015,2011-05-13,20102011,196.0,14.0
01M015,2011-05-16,20102011,196.0,21.0
01M015,2011-05-17,20102011,196.0,24.0
01M015,2011-05-18,20102011,196.0,11.0
01M015,2011-05-19,20102011,196.0,13.0
01M015,2011-05-20,20102011,196.0,13.0
01M015,2011-05-23,20102011,196.0,14.0
01M015,2011-05-24,20102011,196.0,9.0
01M015,2011-05-25,20102011,196.0,12.0
01M015,2011-05-26,20102011,196.0,10.0
01M015,2011-05-27,20102011,196.0,12.0
01M015,2011-05-31,20102011,195.0,13.0
01M015,2011-06-01,20102011,195.0,10.0
01M015,2011-06-02,20102011,195.0,10.0
01M015,2011-06-03,20102011,195.0,18.0
01M015,2011-06-06,20102011,195.0,18.0
01M015,2011-06-07,20102011,195.0,58.0
01M015,2011-06-08,20102011,195.0,17.0
01M015,2011-06-10,20102011,195.0,18.0
01M015,2011-06-13,20102011,195.0,72.0
01M015,2011-06-14,20102011,197.0,15.0
01M015,2011-06-15,20102011,200.0,36.0
01M015,2011-06-16,20102011,200.0,24.0
01M015,2011-06-17,20102011,200.0,26.0
01M015,2011-06-20,20102011,200.0,28.0
01M015,2011-06-21,20102011,200.0,8.0
01M015,2011-06-22,20102011,200.0,28.0
01M015,2011-06-23,20102011,200.0,25.0
01M015,2011-06-24,20102011,200.0,36.0
01M015,2011-06-27,20102011,200.0,37.0
01M015,2011-06-28,20102011,200.0,55.0
01M015,2011-09-08,20112012,189.0,29.0
01M015,2011-09-09,20112012,193.0,27.0
01M015,2011-09-12,20112012,193.0,18.0
01M015,2011-09-13,20112012,191.0,13.0
01M015,2011-09-14,20112012,194.0,8.0
01M015,2011-09-15,20112012,193.0,4.0
01M015,2011-09-16,20112012,194.0,16.0
01M015,2011-09-19,20112012,195.0,8.0
01M015,2011-09-20,20112012,197.0,13.0
01M015,2011-09-21,20112012,196.0,7.0
01M015,2011-09-22,20112012,197.0,10.0
01M015,2011-09-23,20112012,196.0,13.0
01M015,2011-09-26,20112012,192.0,13.0
01M015,2011-09-27,20112012,192.0,10.0
01M015,2011-09-28,20112012,191.0,13.0
01M015,2011-10-03,20112012,192.0,12.0
01M015,2011-10-04,20112012,192.0,8.0
01M015,2011-10-05,20112012,192.0,6.0
01M015,2011-10-06,20112012,192.0,10.0
01M015,2011-10-07,20112012,192.0,9.0
01M015,2011-10-11,20112012,190.0,13.0
01M015,2011-10-12,20112012,187.0,9.0
01M015,2011-10-13,20112012,187.0,13.0
01M015,2011-10-14,20112012,187.0,5.0
01M015,2011-10-17,20112012,189.0,17.0
01M015,2011-10-18,20112012,189.0,4.0
01M015,2011-10-19,20112012,189.0,5.0
01M015,2011-10-20,20112012,188.0,10.0
01M015,2011-10-21,20112012,188.0,13.0
01M015,2011-10-24,20112012,187.0,8.0
01M015,2011-10-25,20112012,188.0,10.0
01M015,2011-10-26,20112012,190.0,5.0
01M015,2011-10-27,20112012,189.0,11.0
01M015,2011-10-28,20112012,189.0,9.0
01M015,2011-10-31,20112012,189.0,18.0
01M015,2011-11-01,20112012,189.0,10.0
01M015,2011-11-02,20112012,189.0,6.0
01M015,2011-11-03,20112012,189.0,8.0
01M015,2011-11-04,20112012,189.0,12.0
01M015,2011-11-07,20112012,187.0,7.0
01M015,2011-11-09,20112012,186.0,10.0
01M015,2011-11-10,20112012,186.0,8.0
01M015,2011-11-14,20112012,184.0,12.0
01M015,2011-11-15,20112012,184.0,21.0
01M015,2011-11-16,20112012,184.0,16.0
01M015,2011-11-17,20112012,184.0,13.0
01M015,2011-11-18,20112012,184.0,8.0
01M015,2011-11-21,20112012,184.0,5.0
01M015,2011-11-22,20112012,185.0,11.0
01M015,2011-11-23,20112012,185.0,16.0
01M015,2011-11-28,20112012,187.0,9.0
01M015,2011-11-29,20112012,187.0,9.0
01M015,2011-11-30,20112012,189.0,10.0
01M015,2011-12-01,20112012,190.0,8.0
01M015,2011-12-02,20112012,190.0,11.0
01M015,2011-12-05,20112012,192.0,4.0
01M015,2011-12-06,20112012,192.0,11.0
01M015,2011-12-07,20112012,192.0,18.0
01M015,2011-12-08,20112012,191.0,9.0
01M015,2011-12-09,20112012,191.0,14.0
01M015,2011-12-12,20112012,190.0,12.0
01M015,2011-12-13,20112012,189.0,10.0
01M015,2011-12-14,20112012,189.0,11.0
01M015,2011-12-15,20112012,192.0,8.0
01M015,2011-12-16,20112012,192.0,8.0
01M015,2011-12-19,20112012,192.0,14.0
01M015,2011-12-20,20112012,193.0,7.0
01M015,2011-12-21,20112012,193.0,5.0
01M015,2011-12-22,20112012,193.0,15.0
01M015,2011-12-23,20112012,192.0,21.0
01M015,2012-01-03,20112012,193.0,18.0
01M015,2012-01-04,20112012,192.0,18.0
01M015,2012-01-05,20112012,192.0,11.0
01M015,2012-01-06,20112012,192.0,23.0
01M015,2012-01-09,20112012,192.0,17.0
01M015,2012-01-10,20112012,192.0,14.0
01M015,2012-01-11,20112012,190.0,16.0
01M015,2012-01-12,20112012,190.0,22.0
01M015,2012-01-13,20112012,190.0,16.0
01M015,2012-01-17,20112012,191.0,22.0
01M015,2012-01-18,20112012,191.0,10.0
01M015,2012-01-19,20112012,191.0,15.0
01M015,2012-01-20,20112012,191.0,10.0
01M015,2012-01-23,20112012,193.0,21.0
01M015,2012-01-24,20112012,195.0,16.0
01M015,2012-01-25,20112012,191.0,12.0
01M015,2012-01-26,20112012,192.0,17.0
01M015,2012-01-27,20112012,192.0,14.0
01M015,2012-01-30,20112012,192.0,18.0
01M015,2012-01-31,20112012,191.0,8.0
01M015,2012-02-01,20112012,192.0,13.0
01M015,2012-02-02,20112012,192.0,10.0
01M015,2012-02-03,20112012,191.0,16.0
01M015,2012-02-06,20112012,192.0,13.0
01M015,2012-02-07,20112012,192.0,17.0
01M015,2012-02-08,20112012,190.0,13.0
01M015,2012-02-09,20112012,189.0,11.0
01M015,2012-02-10,20112012,187.0,8.0
01M015,2012-02-13,20112012,185.0,10.0
01M015,2012-02-14,20112012,185.0,6.0
01M015,2012-02-15,20112012,184.0,12.0
01M015,2012-02-16,20112012,184.0,12.0
01M015,2012-02-17,20112012,184.0,10.0
01M015,2012-02-27,20112012,183.0,5.0
01M015,2012-02-28,20112012,183.0,13.0
01M015,2012-02-29,20112012,183.0,7.0
01M015,2012-03-01,20112012,183.0,6.0
01M015,2012-03-02,20112012,183.0,12.0
01M015,2012-03-05,20112012,183.0,14.0
01M015,2012-03-06,20112012,183.0,12.0
01M015,2012-03-07,20112012,183.0,11.0
01M015,2012-03-08,20112012,183.0,17.0
01M015,2012-03-09,20112012,180.0,20.0
01M015,2012-03-12,20112012,180.0,13.0
01M015,2012-03-13,20112012,181.0,37.0
01M015,2012-03-14,20112012,179.0,15.0
01M015,2012-03-15,20112012,179.0,3.0
01M015,2012-03-16,20112012,179.0,14.0
01M015,2012-03-19,20112012,179.0,8.0
01M015,2012-03-20,20112012,179.0,12.0
01M015,2012-03-21,20112012,179.0,6.0
01M015,2012-03-22,20112012,179.0,9.0
01M015,2012-03-23,20112012,179.0,15.0
01M015,2012-03-26,20112012,181.0,11.0
01M015,2012-03-27,20112012,181.0,13.0
01M015,2012-03-28,20112012,181.0,7.0
01M015,2012-03-29,20112012,181.0,12.0
01M015,2012-03-30,20112012,181.0,24.0
01M015,2012-04-02,20112012,181.0,11.0
01M015,2012-04-03,20112012,181.0,8.0
01M015,2012-04-04,20112012,181.0,5.0
01M015,2012-04-05,20112012,181.0,11.0
01M015,2012-04-16,20112012,181.0,12.0
01M015,2012-04-17,20112012,178.0,10.0
01M015,2012-04-18,20112012,179.0,7.0
01M015,2012-04-19,20112012,179.0,9.0
01M015,2012-04-20,20112012,179.0,3.0
01M015,2012-04-23,20112012,179.0,16.0
01M015,2012-04-24,20112012,179.0,7.0
01M015,2012-04-25,20112012,180.0,4.0
01M015,2012-04-26,20112012,180.0,2.0
01M015,2012-04-27,20112012,180.0,5.0
01M015,2012-04-30,20112012,180.0,12.0
01M015,2012-05-01,20112012,180.0,29.0
01M015,2012-05-02,20112012,181.0,4.0
01M015,2012-05-03,20112012,181.0,5.0
01M015,2012-05-04,20112012,181.0,10.0
01M015,2012-05-07,20112012,181.0,13.0
01M015,2012-05-08,20112012,183.0,9.0
01M015,2012-05-09,20112012,183.0,13.0
01M015,2012-05-10,20112012,183.0,5.0
01M015,2012-05-11,20112012,182.0,9.0
01M015,2012-05-14,20112012,182.0,14.0
01M015,2012-05-15,20112012,182.0,7.0
01M015,2012-05-16,20112012,182.0,12.0
01M015,2012-05-17,20112012,182.0,11.0
01M015,2012-05-18,20112012,182.0,17.0
01M015,2012-05-21,20112012,182.0,18.0
01M015,2012-05-22,20112012,182.0,10.0
01M015,2012-05-23,20112012,182.0,4.0
01M015,2012-05-24,20112012,182.0,6.0
01M015,2012-05-25,20112012,182.0,19.0
01M015,2012-05-29,20112012,182.0,21.0
01M015,2012-05-30,20112012,182.0,9.0
01M015,2012-05-31,20112012,182.0,9.0
01M015,2012-06-01,20112012,182.0,15.0
01M015,2012-06-04,20112012,182.0,12.0
01M015,2012-06-05,20112012,182.0,46.0
01M015,2012-06-06,20112012,182.0,11.0
01M015,2012-06-08,20112012,182.0,19.0
01M015,2012-06-11,20112012,182.0,58.0
01M015,2012-06-12,20112012,182.0,13.0
01M015,2012-06-13,20112012,182.0,13.0
01M015,2012-06-14,20112012,182.0,14.0
01M015,2012-06-15,20112012,182.0,24.0
01M015,2012-06-18,20112012,182.0,29.0
01M015,2012-06-19,20112012,182.0,18.0
01M015,2012-06-20,20112012,182.0,23.0
01M015,2012-06-21,20112012,182.0,12.0
01M015,2012-06-22,20112012,182.0,39.0
01M015,2012-06-25,20112012,182.0,63.0
01M015,2012-06-26,20112012,182.0,51.0
01M015,2012-06-27,20112012,182.0,54.0
02M267,2010-09-08,20102011,48.0,4.0
02M267,2010-09-13,20102011,48.0,4.0
02M267,2010-09-14,20102011,49.0,0.0
02M267,2010-09-15,20102011,50.0,0.0
02M267,2010-09-16,20102011,50.0,1.0
02M267,2010-09-17,20102011,50.0,1.0
02M267,2010-09-20,20102011,50.0,6.0
02M267,2010-09-21,20102011,49.0,4.0
02M267,2010-09-22,20102011,49.0,5.0
02M267,2010-09-23,20102011,49.0,1.0
02M267,2010-09-24,20102011,49.0,4.0
02M267,2010-09-27,20102011,48.0,3.0
02M267,2010-09-28,20102011,48.0,2.0
02M267,2010-09-29,20102011,47.0,1.0
02M267,2010-09-30,20102011,46.0,1.0
02M267,2010-10-01,20102011,45.0,1.0
02M267,2010-10-04,20102011,45.0,1.0
02M267,2010-10-05,20102011,44.0,2.0
02M267,2010-10-06,20102011,44.0,1.0
02M267,2010-10-07,20102011,44.0,2.0
02M267,2010-10-08,20102011,44.0,3.0
02M267,2010-10-12,20102011,44.0,1.0
02M267,2010-10-13,20102011,44.0,2.0
02M267,2010-10-14,20102011,44.0,1.0
02M267,2010-10-15,20102011,44.0,2.0
02M267,2010-10-18,20102011,44.0,4.0
02M267,2010-10-19,20102011,44.0,4.0
02M267,2010-10-20,20102011,44.0,2.0
02M267,2010-10-21,20102011,44.0,3.0
02M267,2010-10-22,20102011,44.0,2.0
02M267,2010-10-25,20102011,44.0,3.0
02M267,2010-10-26,20102011,44.0,3.0
02M267,2010-10-27,20102011,44.0,2.0
02M267,2010-10-28,20102011,45.0,7.0
02M267,2010-10-29,20102011,46.0,5.0
02M267,2010-11-01,20102011,45.0,2.0
02M267,2010-11-03,20102011,44.0,3.0
02M267,2010-11-04,20102011,44.0,4.0
02M267,2010-11-05,20102011,44.0,0.0
02M267,2010-11-08,20102011,44.0,3.0
02M267,2010-11-09,20102011,44.0,6.0
02M267,2010-11-10,20102011,44.0,2.0
02M267,2010-11-12,20102011,44.0,6.0
02M267,2010-11-15,20102011,44.0,2.0
02M267,2010-11-16,20102011,44.0,5.0
02M267,2010-11-17,20102011,45.0,6.0
02M267,2010-11-18,20102011,45.0,2.0
02M267,2010-11-19,20102011,45.0,1.0
02M267,2010-11-22,20102011,45.0,2.0
02M267,2010-11-23,20102011,45.0,5.0
02M267,2010-11-24,20102011,45.0,7.0
02M267,2010-11-29,20102011,45.0,7.0
02M267,2010-11-30,20102011,46.0,3.0
02M267,2010-12-01,20102011,46.0,4.0
02M267,2010-12-02,20102011,46.0,1.0
02M267,2010-12-03,20102011,46.0,0.0
02M267,2010-12-06,20102011,46.0,3.0
02M267,2010-12-07,20102011,46.0,1.0
02M267,2010-12-08,20102011,46.0,2.0
02M267,2010-12-09,20102011,46.0,5.0
02M267,2010-12-10,20102011,46.0,4.0
02M267,2010-12-13,20102011,46.0,5.0
02M267,2010-12-14,20102011,46.0,4.0
